EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
874,5000,8,15,2,2,395
661,5000,4,15,2,2,397
670,5000,5,15,2,2,394
657,5000,7,15,2,2,394
584,5000,5,15,2,2,397
626,5000,7,15,2,2,400
624,5000,5,15,2,2,395
598,5000,2,15,2,2,397
583,5000,2,15,2,2,400
562,5000,3,15,2,2,394
