EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
1120,5000,5,24,9,2,399
930,5000,25,24,9,2,393
783,5000,3,24,9,2,398
905,5000,17,24,9,2,393
858,5000,12,24,9,2,398
771,5000,3,24,9,2,397
783,5000,9,24,9,2,398
844,5000,9,24,9,2,396
887,5000,5,24,9,2,398
760,5000,5,24,9,2,395
