EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
1021,5000,10,23,7,2,396
806,5000,14,23,7,2,397
761,5000,2,23,7,2,398
771,5000,5,23,7,2,395
802,5000,5,23,7,2,395
732,5000,6,23,7,2,396
913,5000,22,23,7,2,400
770,5000,8,23,7,2,397
814,5000,19,23,7,2,393
1032,5000,28,23,7,2,396
