EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
1670,5000,68,4,9,2,399
1502,5000,92,4,9,2,398
1433,5000,94,4,9,2,397
1375,5000,79,4,9,2,398
1447,5000,92,4,9,2,404
1404,5000,86,4,9,2,395
1707,5000,104,4,9,2,397
1450,5000,110,4,9,2,400
1377,5000,92,4,9,2,403
1366,5000,87,4,9,2,399
