EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
1907,5000,128,3,9,2,401
1726,5000,132,3,9,2,400
1676,5000,127,3,9,2,400
1631,5000,127,3,9,2,404
1573,5000,125,3,9,2,397
1827,5000,128,3,9,2,403
1732,5000,128,3,9,2,401
1571,5000,128,3,9,2,399
1758,5000,137,3,9,2,400
1540,5000,127,3,9,2,401
