EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
1109,5000,13,19,7,2,397
791,5000,17,19,7,2,398
758,5000,13,19,7,2,397
717,5000,2,19,7,2,397
728,5000,6,19,7,2,395
709,5000,6,19,7,2,395
776,5000,13,19,7,2,396
763,5000,11,19,7,2,399
744,5000,12,19,7,2,397
854,5000,6,19,7,2,395
