EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
1076,5000,22,5,3,2,402
808,5000,29,5,3,2,398
797,5000,21,5,3,2,395
767,5000,24,5,3,2,400
755,5000,13,5,3,2,397
806,5000,20,5,3,2,400
687,5000,15,5,3,2,399
750,5000,25,5,3,2,399
787,5000,21,5,3,2,402
729,5000,21,5,3,2,403
