EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
1106,5000,2,30,10,2,393
830,5000,4,30,10,2,397
862,5000,10,30,10,2,400
993,5000,19,30,10,2,399
840,5000,7,30,10,2,398
1032,5000,25,30,10,2,394
893,5000,10,30,10,2,400
957,5000,3,30,10,2,400
835,5000,6,30,10,2,397
850,5000,13,30,10,2,396
