EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
983,5000,9,18,6,2,399
677,5000,5,18,6,2,396
746,5000,10,18,6,2,394
794,5000,12,18,6,2,397
753,5000,14,18,6,2,396
695,5000,9,18,6,2,398
739,5000,11,18,6,2,398
696,5000,9,18,6,2,397
750,5000,13,18,6,2,396
687,5000,7,18,6,2,395
