EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
1136,5000,13,21,10,2,395
866,5000,21,21,10,2,398
820,5000,6,21,10,2,397
850,5000,10,21,10,2,396
787,5000,6,21,10,2,396
767,5000,5,21,10,2,397
756,5000,11,21,10,2,397
795,5000,14,21,10,2,399
996,5000,15,21,10,2,394
878,5000,25,21,10,2,395
