EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
1060,5000,19,14,7,2,397
798,5000,20,14,7,2,402
753,5000,13,14,7,2,398
765,5000,12,14,7,2,396
756,5000,14,14,7,2,397
766,5000,17,14,7,2,398
756,5000,21,14,7,2,395
662,5000,13,14,7,2,397
687,5000,10,14,7,2,398
754,5000,18,14,7,2,398
