EvolutionDelay,NumberOfEvals,Emigrations,EvaluatorsCount,ReproducersCount,IslandsCount,BestSol
1368,5000,60,4,6,2,400
1251,5000,68,4,6,2,404
1243,5000,59,4,6,2,402
1092,5000,59,4,6,2,405
1019,5000,59,4,6,2,399
1126,5000,80,4,6,2,401
1090,5000,67,4,6,2,398
1156,5000,69,4,6,2,399
1230,5000,57,4,6,2,399
981,5000,52,4,6,2,400
