J1,J2,Wins,Type,Turns,Map 
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,a_0,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
a_0,genebot,genebot,a
