J1,J2,Wins,Type,Turns,Map
a_8,t_16,DRAW,_DRAW_,1001,64
a_8,t_17,t_17,TURNS,53,64
a_8,t_18,DRAW,_DRAW_,1001,64
a_8,t_19,a_8,AREA,1001,64
a_8,t_20,a_8,AREA,1001,64
a_8,t_0,DRAW,_DRAW_,1001,13
a_8,t_1,DRAW,_DRAW_,1001,13
a_8,t_2,DRAW,_DRAW_,1001,13
a_8,t_3,DRAW,_DRAW_,1001,13
a_8,t_4,DRAW,_DRAW_,1001,13
a_8,t_5,DRAW,_DRAW_,1001,13
a_8,t_6,t_6,TURNS,656,13
a_8,t_7,DRAW,_DRAW_,1001,13
a_8,t_8,DRAW,_DRAW_,1001,13
a_8,t_9,DRAW,_DRAW_,1001,13
a_8,t_10,DRAW,_DRAW_,1001,13
a_8,t_11,DRAW,_DRAW_,1001,13
a_8,t_12,DRAW,_DRAW_,1001,13
a_8,t_13,DRAW,_DRAW_,1001,13
a_8,t_14,DRAW,_DRAW_,1001,13
a_8,t_15,DRAW,_DRAW_,1001,13
a_8,t_16,DRAW,_DRAW_,1001,13
a_8,t_17,t_17,TURNS,39,13
a_8,t_18,DRAW,_DRAW_,1001,13
a_8,t_19,a_8,AREA,1001,13
a_8,t_20,t_20,TURNS,934,13
a_8,t_0,DRAW,_DRAW_,1001,87
a_8,t_1,DRAW,_DRAW_,1001,87
a_8,t_2,DRAW,_DRAW_,1001,87
a_8,t_3,DRAW,_DRAW_,1001,87
a_8,t_4,DRAW,_DRAW_,1001,87
a_8,t_5,DRAW,_DRAW_,1001,87
a_8,t_6,t_6,TURNS,1001,87
a_8,t_7,DRAW,_DRAW_,1001,87
a_8,t_8,DRAW,_DRAW_,1001,87
a_8,t_9,DRAW,_DRAW_,1001,87
a_8,t_10,DRAW,_DRAW_,1001,87
a_8,t_11,DRAW,_DRAW_,1001,87
a_8,t_12,DRAW,_DRAW_,1001,87
a_8,t_13,DRAW,_DRAW_,1001,87
a_8,t_14,DRAW,_DRAW_,1001,87
a_8,t_15,DRAW,_DRAW_,1001,87
a_8,t_16,DRAW,_DRAW_,1001,87
a_8,t_17,t_17,TURNS,53,87
a_8,t_18,DRAW,_DRAW_,1001,87
a_8,t_19,a_8,AREA,1001,87
a_8,t_20,a_8,AREA,1001,87
a_8,a_0,a_8,AREA,147,11
a_8,a_1,a_8,AREA,1001,11
a_8,a_2,DRAW,_DRAW_,1001,11
a_8,a_3,a_8,AREA,1001,11
a_8,a_4,a_8,AREA,1001,11
a_8,a_5,a_5,AREA,1001,11
a_8,a_6,a_8,AREA,1001,11
a_8,a_7,a_8,AREA,697,11
a_8,a_8,DRAW,_DRAW_,1001,11
a_8,a_9,a_8,AREA,115,11
a_8,a_10,a_10,AREA,43,11
a_8,a_11,a_11,AREA,43,11
a_8,a_12,a_12,AREA,205,11
a_8,a_13,DRAW,_DRAW_,1001,11
a_8,a_14,DRAW,_DRAW_,1001,11
a_8,a_15,a_8,AREA,1001,11
a_8,a_16,DRAW,_DRAW_,1001,11
a_8,a_17,a_17,AREA,43,11
a_8,a_18,DRAW,_DRAW_,1001,11
a_8,a_19,a_8,AREA,1001,11
a_8,a_20,a_20,AREA,1001,11
a_8,a_0,a_0,AREA,1001,76
a_8,a_1,a_8,AREA,1001,76
a_8,a_2,DRAW,_DRAW_,1001,76
a_8,a_3,a_8,AREA,1001,76
a_8,a_4,a_8,AREA,1001,76
a_8,a_5,a_5,AREA,1001,76
a_8,a_6,a_8,AREA,1001,76
a_8,a_7,a_8,AREA,1001,76
a_8,a_8,DRAW,_DRAW_,1001,76
a_8,a_9,a_8,AREA,1001,76
a_8,a_10,a_10,AREA,47,76
a_8,a_11,a_11,AREA,47,76
a_8,a_12,a_12,AREA,191,76
a_8,a_13,DRAW,_DRAW_,1001,76
a_8,a_14,DRAW,_DRAW_,1001,76
a_8,a_15,a_8,AREA,116,76
a_8,a_16,DRAW,_DRAW_,1001,76
a_8,a_17,a_17,AREA,47,76
a_8,a_18,DRAW,_DRAW_,1001,76
a_8,a_19,a_19,AREA,134,76
a_8,a_20,a_8,AREA,1001,76
a_8,a_0,a_8,AREA,1001,69
a_8,a_1,a_8,AREA,1001,69
a_8,a_2,DRAW,_DRAW_,1001,69
a_8,a_3,a_8,AREA,1001,69
a_8,a_4,a_8,AREA,1001,69
a_8,a_5,a_8,AREA,76,69
a_8,a_6,a_8,AREA,1001,69
a_8,a_7,a_8,AREA,1001,69
a_8,a_8,DRAW,_DRAW_,1001,69
a_8,a_9,a_8,AREA,1001,69
a_8,a_10,a_10,AREA,57,69
a_8,a_11,a_11,AREA,57,69
a_8,a_12,a_12,AREA,257,69
a_8,a_13,DRAW,_DRAW_,1001,69
a_8,a_14,DRAW,_DRAW_,1001,69
a_8,a_15,a_8,AREA,1001,69
a_8,a_16,DRAW,_DRAW_,1001,69
a_8,a_17,a_17,AREA,57,69
a_8,a_18,DRAW,_DRAW_,1001,69
a_8,a_19,a_8,AREA,1001,69
a_8,a_20,a_8,AREA,1001,69
a_8,a_0,a_8,AREA,1001,7
a_8,a_1,a_8,AREA,1001,7
a_8,a_2,DRAW,_DRAW_,1001,7
a_8,a_3,a_3,AREA,96,7
a_8,a_4,a_8,AREA,1001,7
a_8,a_5,a_5,AREA,1001,7
a_8,a_6,a_6,AREA,205,7
a_8,a_7,a_7,AREA,1001,7
a_8,a_8,DRAW,_DRAW_,1001,7
a_8,a_9,a_8,AREA,1001,7
a_8,a_10,a_10,AREA,1001,7
a_8,a_11,a_11,AREA,43,7
a_8,a_12,a_12,AREA,205,7
a_8,a_13,DRAW,_DRAW_,1001,7
a_8,a_14,DRAW,_DRAW_,1001,7
a_8,a_15,a_15,AREA,1001,7
a_8,a_16,DRAW,_DRAW_,1001,7
a_8,a_17,a_17,AREA,43,7
a_8,a_18,DRAW,_DRAW_,1001,7
a_8,a_19,a_8,AREA,1001,7
a_8,a_20,a_8,AREA,1001,7
a_8,a_0,a_8,AREA,51,26
a_8,a_1,a_8,AREA,36,26
a_8,a_2,DRAW,_DRAW_,1001,26
a_8,a_3,a_8,AREA,49,26
a_8,a_4,a_8,AREA,1001,26
a_8,a_5,a_8,AREA,13,26
a_8,a_6,a_8,AREA,131,26
a_8,a_7,a_8,AREA,55,26
a_8,a_8,DRAW,_DRAW_,1001,26
a_8,a_9,a_8,AREA,1001,26
a_8,a_10,a_10,AREA,23,26
a_8,a_11,a_8,AREA,1001,26
a_8,a_12,DRAW,_DRAW_,1001,26
a_8,a_13,DRAW,_DRAW_,1001,26
a_8,a_14,DRAW,_DRAW_,1001,26
a_8,a_15,a_8,AREA,69,26
a_8,a_16,DRAW,_DRAW_,1001,26
a_8,a_17,a_17,AREA,17,26
a_8,a_18,DRAW,_DRAW_,1001,26
a_8,a_19,a_8,AREA,45,26
a_8,a_20,a_8,AREA,1001,26
a_8,a_0,a_8,AREA,1001,32
a_8,a_1,a_8,AREA,1001,32
a_8,a_2,DRAW,_DRAW_,1001,32
a_8,a_3,a_8,AREA,1001,32
a_8,a_4,a_8,AREA,1001,32
a_8,a_5,a_5,AREA,1001,32
a_8,a_6,a_8,AREA,1001,32
a_8,a_7,a_8,AREA,1001,32
a_8,a_8,DRAW,_DRAW_,1001,32
a_8,a_9,a_8,AREA,1001,32
a_8,a_10,a_10,AREA,60,32
a_8,a_11,a_11,AREA,43,32
a_8,a_12,a_12,AREA,205,32
a_8,a_13,DRAW,_DRAW_,1001,32
a_8,a_14,DRAW,_DRAW_,1001,32
a_8,a_15,a_8,AREA,1001,32
a_8,a_16,DRAW,_DRAW_,1001,32
a_8,a_17,a_17,AREA,43,32
a_8,a_18,DRAW,_DRAW_,1001,32
a_8,a_19,a_8,AREA,1001,32
a_8,a_20,a_20,AREA,1001,32
a_8,a_0,a_0,AREA,42,64
a_8,a_1,a_8,AREA,1001,64
a_8,a_2,DRAW,_DRAW_,1001,64
a_8,a_3,a_3,AREA,83,64
a_8,a_4,a_8,AREA,1001,64
a_8,a_5,a_8,AREA,14,64
a_8,a_6,a_8,AREA,1001,64
a_8,a_7,a_7,AREA,49,64
a_8,a_8,DRAW,_DRAW_,1001,64
a_8,a_9,a_8,AREA,56,64
a_8,a_10,a_10,AREA,1001,64
a_8,a_11,a_11,AREA,21,64
a_8,a_12,a_12,AREA,58,64
a_8,a_13,DRAW,_DRAW_,1001,64
a_8,a_14,DRAW,_DRAW_,1001,64
a_8,a_15,a_8,AREA,65,64
a_8,a_16,DRAW,_DRAW_,1001,64
a_8,a_17,a_17,AREA,21,64
a_8,a_18,DRAW,_DRAW_,1001,64
a_8,a_19,a_19,AREA,32,64
a_8,a_20,a_8,AREA,1001,64
a_8,a_0,a_8,AREA,1001,13
a_8,a_1,a_8,AREA,1001,13
a_8,a_2,DRAW,_DRAW_,1001,13
a_8,a_3,a_3,AREA,294,13
a_8,a_4,a_8,AREA,1001,13
a_8,a_5,a_8,AREA,20,13
a_8,a_6,a_8,AREA,1001,13
a_8,a_7,a_7,AREA,1001,13
a_8,a_8,DRAW,_DRAW_,1001,13
a_8,a_9,a_8,AREA,1001,13
a_8,a_10,a_10,AREA,49,13
a_8,a_11,a_8,AREA,1001,13
a_8,a_12,a_12,AREA,165,13
a_8,a_13,DRAW,_DRAW_,1001,13
a_8,a_14,DRAW,_DRAW_,1001,13
a_8,a_15,a_8,AREA,40,13
a_8,a_16,DRAW,_DRAW_,1001,13
a_8,a_17,a_17,AREA,39,13
a_8,a_18,DRAW,_DRAW_,1001,13
a_8,a_19,a_19,AREA,1001,13
a_8,a_20,a_20,AREA,1001,13
a_8,a_0,a_8,AREA,1001,87
a_8,a_1,a_8,AREA,1001,87
a_8,a_2,DRAW,_DRAW_,1001,87
a_8,a_3,a_3,AREA,110,87
a_8,a_4,a_8,AREA,1001,87
a_8,a_5,a_5,AREA,1001,87
a_8,a_6,a_8,AREA,1001,87
a_8,a_7,a_8,AREA,1001,87
a_8,a_8,DRAW,_DRAW_,1001,87
a_8,a_9,a_8,AREA,1001,87
a_8,a_10,a_10,AREA,42,87
a_8,a_11,a_11,AREA,53,87
a_8,a_12,a_12,AREA,241,87
a_8,a_13,DRAW,_DRAW_,1001,87
a_8,a_14,DRAW,_DRAW_,1001,87
a_8,a_15,a_15,AREA,1001,87
a_8,a_16,DRAW,_DRAW_,1001,87
a_8,a_17,a_17,AREA,53,87
a_8,a_18,DRAW,_DRAW_,1001,87
a_8,a_19,a_8,AREA,1001,87
a_8,a_20,a_20,AREA,1001,87
a_9,s_0,a_9,AREA,126,11
a_9,s_1,s_1,SLOPE,1001,11
a_9,s_2,DRAW,_DRAW_,1001,11
a_9,s_3,s_3,SLOPE,1001,11
a_9,s_4,s_4,SLOPE,1001,11
a_9,s_5,DRAW,_DRAW_,1001,11
a_9,s_6,s_6,SLOPE,1001,11
a_9,s_7,DRAW,_DRAW_,1001,11
a_9,s_8,a_9,AREA,70,11
a_9,s_9,a_9,AREA,68,11
a_9,s_10,a_9,AREA,640,11
a_9,s_11,s_11,SLOPE,1001,11
a_9,s_12,DRAW,_DRAW_,1001,11
a_9,s_13,s_13,SLOPE,1001,11
a_9,s_14,DRAW,_DRAW_,1001,11
a_9,s_15,s_15,SLOPE,1001,11
a_9,s_16,DRAW,_DRAW_,1001,11
a_9,s_17,s_17,SLOPE,552,11
a_9,s_18,s_18,SLOPE,1001,11
a_9,s_19,s_19,SLOPE,1001,11
a_9,s_20,s_20,SLOPE,1001,11
a_9,s_0,s_0,SLOPE,1001,76
a_9,s_1,s_1,SLOPE,117,76
a_9,s_2,DRAW,_DRAW_,1001,76
a_9,s_3,s_3,SLOPE,1001,76
a_9,s_4,s_4,SLOPE,1001,76
a_9,s_5,DRAW,_DRAW_,1001,76
a_9,s_6,a_9,AREA,76,76
a_9,s_7,DRAW,_DRAW_,1001,76
a_9,s_8,s_8,SLOPE,77,76
a_9,s_9,s_9,SLOPE,1001,76
a_9,s_10,a_9,AREA,493,76
a_9,s_11,s_11,SLOPE,1001,76
a_9,s_12,DRAW,_DRAW_,1001,76
a_9,s_13,s_13,SLOPE,1001,76
a_9,s_14,DRAW,_DRAW_,1001,76
a_9,s_15,s_15,SLOPE,1001,76
a_9,s_16,DRAW,_DRAW_,1001,76
a_9,s_17,s_17,SLOPE,416,76
a_9,s_18,s_18,SLOPE,98,76
a_9,s_19,s_19,SLOPE,1001,76
a_9,s_20,s_20,SLOPE,1001,76
a_9,s_0,s_0,SLOPE,1001,69
a_9,s_1,s_1,SLOPE,1001,69
a_9,s_2,DRAW,_DRAW_,1001,69
a_9,s_3,a_9,AREA,157,69
a_9,s_4,a_9,AREA,120,69
a_9,s_5,DRAW,_DRAW_,1001,69
a_9,s_6,s_6,SLOPE,1001,69
a_9,s_7,DRAW,_DRAW_,1001,69
a_9,s_8,a_9,AREA,166,69
a_9,s_9,a_9,AREA,210,69
a_9,s_10,s_10,SLOPE,133,69
a_9,s_11,s_11,SLOPE,1001,69
a_9,s_12,DRAW,_DRAW_,1001,69
a_9,s_13,s_13,SLOPE,1001,69
a_9,s_14,DRAW,_DRAW_,1001,69
a_9,s_15,s_15,SLOPE,1001,69
a_9,s_16,DRAW,_DRAW_,1001,69
a_9,s_17,a_9,AREA,1001,69
a_9,s_18,s_18,SLOPE,1001,69
a_9,s_19,s_19,SLOPE,1001,69
a_9,s_20,s_20,SLOPE,1001,69
a_9,s_0,a_9,AREA,208,7
a_9,s_1,s_1,SLOPE,158,7
a_9,s_2,DRAW,_DRAW_,1001,7
a_9,s_3,s_3,SLOPE,1001,7
a_9,s_4,a_9,AREA,125,7
a_9,s_5,DRAW,_DRAW_,1001,7
a_9,s_6,s_6,SLOPE,1001,7
a_9,s_7,DRAW,_DRAW_,1001,7
a_9,s_8,a_9,AREA,119,7
a_9,s_9,s_9,SLOPE,1001,7
a_9,s_10,s_10,SLOPE,1001,7
a_9,s_11,s_11,SLOPE,1001,7
a_9,s_12,DRAW,_DRAW_,1001,7
a_9,s_13,s_13,SLOPE,1001,7
a_9,s_14,DRAW,_DRAW_,1001,7
a_9,s_15,s_15,SLOPE,1001,7
a_9,s_16,DRAW,_DRAW_,1001,7
a_9,s_17,s_17,SLOPE,982,7
a_9,s_18,s_18,SLOPE,148,7
a_9,s_19,s_19,SLOPE,1001,7
a_9,s_20,s_20,SLOPE,1001,7
a_9,s_0,s_0,SLOPE,34,26
a_9,s_1,s_1,SLOPE,1001,26
a_9,s_2,DRAW,_DRAW_,1001,26
a_9,s_3,a_9,AREA,1001,26
a_9,s_4,s_4,SLOPE,31,26
a_9,s_5,DRAW,_DRAW_,1001,26
a_9,s_6,s_6,SLOPE,37,26
a_9,s_7,DRAW,_DRAW_,1001,26
a_9,s_8,a_9,AREA,36,26
a_9,s_9,s_9,SLOPE,19,26
a_9,s_10,s_10,SLOPE,83,26
a_9,s_11,s_11,SLOPE,14,26
a_9,s_12,DRAW,_DRAW_,1001,26
a_9,s_13,s_13,SLOPE,19,26
a_9,s_14,DRAW,_DRAW_,1001,26
a_9,s_15,s_15,SLOPE,14,26
a_9,s_16,DRAW,_DRAW_,1001,26
a_9,s_17,s_17,SLOPE,1001,26
a_9,s_18,s_18,SLOPE,31,26
a_9,s_19,s_19,SLOPE,14,26
a_9,s_20,s_20,SLOPE,1001,26
a_9,s_0,s_0,SLOPE,1001,32
a_9,s_1,s_1,SLOPE,1001,32
a_9,s_2,DRAW,_DRAW_,1001,32
a_9,s_3,s_3,SLOPE,1001,32
a_9,s_4,a_9,AREA,191,32
a_9,s_5,DRAW,_DRAW_,1001,32
a_9,s_6,s_6,SLOPE,1001,32
a_9,s_7,DRAW,_DRAW_,1001,32
a_9,s_8,a_9,AREA,97,32
a_9,s_9,s_9,SLOPE,1001,32
a_9,s_10,s_10,SLOPE,110,32
a_9,s_11,s_11,SLOPE,1001,32
a_9,s_12,DRAW,_DRAW_,1001,32
a_9,s_13,s_13,SLOPE,1001,32
a_9,s_14,DRAW,_DRAW_,1001,32
a_9,s_15,a_9,AREA,73,32
a_9,s_16,DRAW,_DRAW_,1001,32
a_9,s_17,s_17,SLOPE,556,32
a_9,s_18,s_18,SLOPE,1001,32
a_9,s_19,s_19,SLOPE,1001,32
a_9,s_20,s_20,SLOPE,1001,32
a_9,s_0,s_0,SLOPE,1001,64
a_9,s_1,a_9,AREA,111,64
a_9,s_2,DRAW,_DRAW_,1001,64
a_9,s_3,a_9,AREA,31,64
a_9,s_4,s_4,SLOPE,1001,64
a_9,s_5,DRAW,_DRAW_,1001,64
a_9,s_6,s_6,SLOPE,14,64
a_9,s_7,DRAW,_DRAW_,1001,64
a_9,s_8,a_9,AREA,39,64
a_9,s_9,s_9,SLOPE,44,64
a_9,s_10,s_10,SLOPE,60,64
a_9,s_11,s_11,SLOPE,14,64
a_9,s_12,DRAW,_DRAW_,1001,64
a_9,s_13,s_13,SLOPE,34,64
a_9,s_14,DRAW,_DRAW_,1001,64
a_9,s_15,s_15,SLOPE,14,64
a_9,s_16,DRAW,_DRAW_,1001,64
a_9,s_17,s_17,SLOPE,428,64
a_9,s_18,s_18,SLOPE,1001,64
a_9,s_19,s_19,SLOPE,14,64
a_9,s_20,s_20,SLOPE,1001,64
a_9,s_0,s_0,SLOPE,1001,13
a_9,s_1,s_1,SLOPE,1001,13
a_9,s_2,DRAW,_DRAW_,1001,13
a_9,s_3,s_3,SLOPE,41,13
a_9,s_4,s_4,SLOPE,1001,13
a_9,s_5,DRAW,_DRAW_,1001,13
a_9,s_6,s_6,SLOPE,68,13
a_9,s_7,DRAW,_DRAW_,1001,13
a_9,s_8,a_9,AREA,31,13
a_9,s_9,s_9,SLOPE,1001,13
a_9,s_10,s_10,SLOPE,84,13
a_9,s_11,s_11,SLOPE,1001,13
a_9,s_12,DRAW,_DRAW_,1001,13
a_9,s_13,s_13,SLOPE,76,13
a_9,s_14,DRAW,_DRAW_,1001,13
a_9,s_15,s_15,SLOPE,1001,13
a_9,s_16,DRAW,_DRAW_,1001,13
a_9,s_17,s_17,SLOPE,878,13
a_9,s_18,s_18,SLOPE,96,13
a_9,s_19,s_19,SLOPE,1001,13
a_9,s_20,s_20,SLOPE,1001,13
a_9,s_0,s_0,SLOPE,1001,87
a_9,s_1,s_1,SLOPE,1001,87
a_9,s_2,DRAW,_DRAW_,1001,87
a_9,s_3,s_3,SLOPE,1001,87
a_9,s_4,a_9,AREA,120,87
a_9,s_5,DRAW,_DRAW_,1001,87
a_9,s_6,s_6,SLOPE,1001,87
a_9,s_7,DRAW,_DRAW_,1001,87
a_9,s_8,a_9,AREA,42,87
a_9,s_9,s_9,SLOPE,1001,87
a_9,s_10,s_10,SLOPE,1001,87
a_9,s_11,s_11,SLOPE,1001,87
a_9,s_12,DRAW,_DRAW_,1001,87
a_9,s_13,s_13,SLOPE,1001,87
a_9,s_14,DRAW,_DRAW_,1001,87
a_9,s_15,s_15,SLOPE,1001,87
a_9,s_16,DRAW,_DRAW_,1001,87
a_9,s_17,s_17,SLOPE,563,87
a_9,s_18,s_18,SLOPE,1001,87
a_9,s_19,s_19,SLOPE,1001,87
a_9,s_20,s_20,SLOPE,1001,87
a_9,t_0,t_0,TURNS,109,11
a_9,t_1,t_1,TURNS,84,11
a_9,t_2,t_2,TURNS,130,11
a_9,t_3,t_3,TURNS,122,11
a_9,t_4,t_4,TURNS,130,11
a_9,t_5,t_5,TURNS,87,11
a_9,t_6,t_6,TURNS,95,11
a_9,t_7,t_7,TURNS,119,11
a_9,t_8,t_8,TURNS,78,11
a_9,t_9,t_9,TURNS,126,11
a_9,t_10,t_10,TURNS,172,11
a_9,t_11,t_11,TURNS,130,11
a_9,t_12,t_12,TURNS,1001,11
a_9,t_13,t_13,TURNS,164,11
a_9,t_14,t_14,TURNS,130,11
a_9,t_15,t_15,TURNS,114,11
a_9,t_16,t_16,TURNS,121,11
a_9,t_17,a_9,AREA,44,11
a_9,t_18,t_18,TURNS,130,11
a_9,t_19,a_9,AREA,129,11
a_9,t_20,t_20,TURNS,125,11
a_9,t_0,a_9,AREA,141,76
a_9,t_1,t_1,TURNS,201,76
a_9,t_2,t_2,TURNS,243,76
a_9,t_3,t_3,TURNS,229,76
a_9,t_4,t_4,TURNS,290,76
a_9,t_5,t_5,TURNS,207,76
a_9,t_6,t_6,TURNS,259,76
a_9,t_7,t_7,TURNS,226,76
a_9,t_8,a_9,AREA,571,76
a_9,t_9,t_9,TURNS,212,76
a_9,t_10,t_10,TURNS,953,76
a_9,t_11,t_11,TURNS,290,76
a_9,t_12,t_12,TURNS,223,76
a_9,t_13,t_13,TURNS,280,76
a_9,t_14,t_14,TURNS,298,76
a_9,t_15,t_15,TURNS,1001,76
a_9,t_16,t_16,TURNS,412,76
a_9,t_17,a_9,AREA,48,76
a_9,t_18,t_18,TURNS,290,76
a_9,t_19,a_9,AREA,1001,76
a_9,t_20,t_20,TURNS,193,76
a_9,t_0,t_0,TURNS,128,69
a_9,t_1,t_1,TURNS,112,69
a_9,t_2,t_2,TURNS,109,69
a_9,t_3,t_3,TURNS,121,69
a_9,t_4,t_4,TURNS,112,69
a_9,t_5,t_5,TURNS,107,69
a_9,t_6,t_6,TURNS,134,69
a_9,t_7,t_7,TURNS,112,69
a_9,t_8,t_8,TURNS,145,69
a_9,t_9,t_9,TURNS,112,69
a_9,t_10,t_10,TURNS,112,69
a_9,t_11,t_11,TURNS,112,69
a_9,t_12,t_12,TURNS,111,69
a_9,t_13,t_13,TURNS,145,69
a_9,t_14,t_14,TURNS,109,69
a_9,t_15,t_15,TURNS,112,69
a_9,t_16,t_16,TURNS,112,69
a_9,t_17,a_9,AREA,269,69
a_9,t_18,t_18,TURNS,112,69
a_9,t_19,a_9,AREA,1001,69
a_9,t_20,t_20,TURNS,136,69
a_9,t_0,a_9,AREA,77,7
a_9,t_1,t_1,TURNS,107,7
a_9,t_2,t_2,TURNS,248,7
a_9,t_3,t_3,TURNS,109,7
a_9,t_4,t_4,TURNS,248,7
a_9,t_5,t_5,TURNS,78,7
a_9,t_6,t_6,TURNS,242,7
a_9,t_7,t_7,TURNS,138,7
a_9,t_8,t_8,TURNS,88,7
a_9,t_9,t_9,TURNS,248,7
a_9,t_10,t_10,TURNS,248,7
a_9,t_11,t_11,TURNS,248,7
a_9,t_12,t_12,TURNS,131,7
a_9,t_13,t_13,TURNS,133,7
a_9,t_14,t_14,TURNS,248,7
a_9,t_15,t_15,TURNS,249,7
a_9,t_16,t_16,TURNS,256,7
a_9,t_17,a_9,AREA,44,7
a_9,t_18,t_18,TURNS,248,7
a_9,t_19,t_19,TURNS,99,7
a_9,t_20,t_20,TURNS,81,7
a_9,t_0,t_0,TURNS,55,26
a_9,t_1,t_1,TURNS,144,26
a_9,t_2,t_2,TURNS,117,26
a_9,t_3,t_3,TURNS,114,26
a_9,t_4,t_4,TURNS,165,26
a_9,t_5,t_5,TURNS,115,26
a_9,t_6,t_6,TURNS,46,26
a_9,t_7,t_7,TURNS,94,26
a_9,t_8,t_8,TURNS,54,26
a_9,t_9,t_9,TURNS,51,26
a_9,t_10,t_10,TURNS,130,26
a_9,t_11,t_11,TURNS,165,26
a_9,t_12,t_12,TURNS,52,26
a_9,t_13,t_13,TURNS,124,26
a_9,t_14,t_14,TURNS,111,26
a_9,t_15,t_15,TURNS,151,26
a_9,t_16,t_16,TURNS,149,26
a_9,t_17,a_9,AREA,12,26
a_9,t_18,t_18,TURNS,165,26
a_9,t_19,t_19,TURNS,31,26
a_9,t_20,t_20,TURNS,46,26
a_9,t_0,t_0,TURNS,101,32
a_9,t_1,t_1,TURNS,350,32
a_9,t_2,t_2,TURNS,300,32
a_9,t_3,t_3,TURNS,162,32
a_9,t_4,t_4,TURNS,146,32
a_9,t_5,t_5,TURNS,169,32
a_9,t_6,t_6,TURNS,141,32
a_9,t_7,t_7,TURNS,237,32
a_9,t_8,t_8,TURNS,95,32
a_9,t_9,t_9,TURNS,154,32
a_9,t_10,t_10,TURNS,467,32
a_9,t_11,t_11,TURNS,146,32
a_9,t_12,t_12,TURNS,95,32
a_9,t_13,t_13,TURNS,300,32
a_9,t_14,t_14,TURNS,301,32
a_9,t_15,a_9,AREA,355,32
a_9,t_16,t_16,TURNS,146,32
a_9,t_17,a_9,AREA,44,32
a_9,t_18,t_18,TURNS,146,32
a_9,t_19,a_9,AREA,1001,32
a_9,t_20,t_20,TURNS,284,32
a_9,t_0,t_0,TURNS,67,64
a_9,t_1,t_1,TURNS,122,64
a_9,t_2,t_2,TURNS,103,64
a_9,t_3,t_3,TURNS,169,64
a_9,t_4,t_4,TURNS,153,64
a_9,t_5,t_5,TURNS,200,64
a_9,t_6,t_6,TURNS,68,64
a_9,t_7,t_7,TURNS,177,64
a_9,t_8,t_8,TURNS,131,64
a_9,t_9,a_9,AREA,80,64
a_9,t_10,t_10,TURNS,133,64
a_9,t_11,t_11,TURNS,153,64
a_9,t_12,t_12,TURNS,89,64
a_9,t_13,a_9,AREA,245,64
a_9,t_14,t_14,TURNS,103,64
a_9,t_15,a_9,AREA,142,64
a_9,t_16,t_16,TURNS,170,64
a_9,t_17,a_9,AREA,22,64
a_9,t_18,t_18,TURNS,153,64
a_9,t_19,t_19,TURNS,114,64
a_9,t_20,t_20,TURNS,56,64
a_9,t_0,t_0,TURNS,109,13
a_9,t_1,t_1,TURNS,113,13
a_9,t_2,t_2,TURNS,138,13
a_9,t_3,t_3,TURNS,138,13
a_9,t_4,t_4,TURNS,138,13
a_9,t_5,t_5,TURNS,117,13
a_9,t_6,t_6,TURNS,109,13
a_9,t_7,t_7,TURNS,173,13
a_9,t_8,t_8,TURNS,94,13
a_9,t_9,t_9,TURNS,126,13
a_9,t_10,t_10,TURNS,137,13
a_9,t_11,t_11,TURNS,138,13
a_9,t_12,t_12,TURNS,101,13
a_9,t_13,t_13,TURNS,215,13
a_9,t_14,t_14,TURNS,138,13
a_9,t_15,t_15,TURNS,115,13
a_9,t_16,t_16,TURNS,115,13
a_9,t_17,a_9,AREA,40,13
a_9,t_18,t_18,TURNS,138,13
a_9,t_19,t_19,TURNS,193,13
a_9,t_20,t_20,TURNS,109,13
a_9,t_0,t_0,TURNS,115,87
a_9,t_1,t_1,TURNS,110,87
a_9,t_2,t_2,TURNS,95,87
a_9,t_3,t_3,TURNS,95,87
a_9,t_4,t_4,TURNS,95,87
a_9,t_5,t_5,TURNS,105,87
a_9,t_6,a_9,AREA,119,87
a_9,t_7,t_7,TURNS,97,87
a_9,t_8,t_8,TURNS,83,87
a_9,t_9,t_9,TURNS,95,87
a_9,t_10,t_10,TURNS,95,87
a_9,t_11,t_11,TURNS,95,87
a_9,t_12,t_12,TURNS,137,87
a_9,t_13,t_13,TURNS,175,87
a_9,t_14,t_14,TURNS,94,87
a_9,t_15,t_15,TURNS,90,87
a_9,t_16,t_16,TURNS,159,87
a_9,t_17,t_17,TURNS,150,87
a_9,t_18,t_18,TURNS,95,87
a_9,t_19,t_19,TURNS,88,87
a_9,t_20,t_20,TURNS,241,87
a_9,a_0,a_9,AREA,103,11
a_9,a_1,DRAW,_DRAW_,1001,11
a_9,a_2,a_2,AREA,1001,11
a_9,a_3,a_3,AREA,232,11
a_9,a_4,DRAW,_DRAW_,1001,11
a_9,a_5,a_5,AREA,1001,11
a_9,a_6,DRAW,_DRAW_,1001,11
a_9,a_7,DRAW,_DRAW_,1001,11
a_9,a_8,a_8,AREA,1001,11
a_9,a_9,DRAW,_DRAW_,1001,11
a_9,a_10,a_10,AREA,143,11
a_9,a_11,DRAW,_DRAW_,1001,11
a_9,a_12,a_9,AREA,61,11
a_9,a_13,a_13,AREA,154,11
a_9,a_14,a_14,AREA,1001,11
a_9,a_15,a_9,AREA,83,11
a_9,a_16,a_16,AREA,1001,11
a_9,a_17,DRAW,_DRAW_,1001,11
