J1,J2,Wins,Type,Turns,Map
s_12,t_7,s_12,SLOPE,43,7
s_12,t_8,s_12,SLOPE,43,7
s_12,t_9,s_12,SLOPE,43,7
s_12,t_10,s_12,SLOPE,43,7
s_12,t_11,s_12,SLOPE,43,7
s_12,t_12,s_12,SLOPE,43,7
s_12,t_13,s_12,SLOPE,43,7
s_12,t_14,s_12,SLOPE,43,7
s_12,t_15,s_12,SLOPE,43,7
s_12,t_16,s_12,SLOPE,43,7
s_12,t_17,DRAW,_DRAW_,1001,7
s_12,t_18,s_12,SLOPE,43,7
s_12,t_19,s_12,SLOPE,62,7
s_12,t_20,s_12,SLOPE,43,7
s_12,t_0,s_12,SLOPE,27,26
s_12,t_1,s_12,SLOPE,27,26
s_12,t_2,s_12,SLOPE,27,26
s_12,t_3,s_12,SLOPE,27,26
s_12,t_4,s_12,SLOPE,27,26
s_12,t_5,s_12,SLOPE,27,26
s_12,t_6,s_12,SLOPE,27,26
s_12,t_7,s_12,SLOPE,27,26
s_12,t_8,s_12,SLOPE,27,26
s_12,t_9,s_12,SLOPE,27,26
s_12,t_10,s_12,SLOPE,27,26
s_12,t_11,s_12,SLOPE,27,26
s_12,t_12,s_12,SLOPE,27,26
s_12,t_13,s_12,SLOPE,27,26
s_12,t_14,s_12,SLOPE,27,26
s_12,t_15,s_12,SLOPE,27,26
s_12,t_16,s_12,SLOPE,27,26
s_12,t_17,DRAW,_DRAW_,1001,26
s_12,t_18,s_12,SLOPE,27,26
s_12,t_19,s_12,SLOPE,74,26
s_12,t_20,s_12,SLOPE,27,26
s_12,t_0,s_12,SLOPE,43,32
s_12,t_1,s_12,SLOPE,43,32
s_12,t_2,s_12,SLOPE,43,32
s_12,t_3,s_12,SLOPE,43,32
s_12,t_4,s_12,SLOPE,43,32
s_12,t_5,s_12,SLOPE,43,32
s_12,t_6,s_12,SLOPE,43,32
s_12,t_7,s_12,SLOPE,43,32
s_12,t_8,s_12,SLOPE,43,32
s_12,t_9,s_12,SLOPE,43,32
s_12,t_10,s_12,SLOPE,43,32
s_12,t_11,s_12,SLOPE,43,32
s_12,t_12,s_12,SLOPE,43,32
s_12,t_13,s_12,SLOPE,43,32
s_12,t_14,s_12,SLOPE,43,32
s_12,t_15,s_12,SLOPE,43,32
s_12,t_16,s_12,SLOPE,43,32
s_12,t_17,DRAW,_DRAW_,1001,32
s_12,t_18,s_12,SLOPE,43,32
s_12,t_19,s_12,SLOPE,44,32
s_12,t_20,s_12,SLOPE,43,32
s_12,t_0,s_12,SLOPE,32,64
s_12,t_1,s_12,SLOPE,32,64
s_12,t_2,s_12,SLOPE,32,64
s_12,t_3,s_12,SLOPE,32,64
s_12,t_4,s_12,SLOPE,32,64
s_12,t_5,s_12,SLOPE,32,64
s_12,t_6,s_12,SLOPE,33,64
s_12,t_7,s_12,SLOPE,32,64
s_12,t_8,s_12,SLOPE,32,64
s_12,t_9,s_12,SLOPE,32,64
s_12,t_10,s_12,SLOPE,32,64
s_12,t_11,s_12,SLOPE,32,64
s_12,t_12,s_12,SLOPE,32,64
s_12,t_13,s_12,SLOPE,32,64
s_12,t_14,s_12,SLOPE,32,64
s_12,t_15,s_12,SLOPE,32,64
s_12,t_16,s_12,SLOPE,32,64
s_12,t_17,DRAW,_DRAW_,1001,64
s_12,t_18,s_12,SLOPE,32,64
s_12,t_19,t_19,TURNS,138,64
s_12,t_20,s_12,SLOPE,33,64
s_12,t_0,s_12,SLOPE,39,13
s_12,t_1,s_12,SLOPE,39,13
s_12,t_2,s_12,SLOPE,39,13
s_12,t_3,s_12,SLOPE,39,13
s_12,t_4,s_12,SLOPE,39,13
s_12,t_5,s_12,SLOPE,39,13
s_12,t_6,s_12,SLOPE,39,13
s_12,t_7,s_12,SLOPE,39,13
s_12,t_8,s_12,SLOPE,39,13
s_12,t_9,s_12,SLOPE,39,13
s_12,t_10,s_12,SLOPE,39,13
s_12,t_11,s_12,SLOPE,39,13
s_12,t_12,s_12,SLOPE,39,13
s_12,t_13,s_12,SLOPE,39,13
s_12,t_14,s_12,SLOPE,39,13
s_12,t_15,s_12,SLOPE,39,13
s_12,t_16,s_12,SLOPE,39,13
s_12,t_17,DRAW,_DRAW_,1001,13
s_12,t_18,s_12,SLOPE,39,13
s_12,t_19,s_12,SLOPE,101,13
s_12,t_20,s_12,SLOPE,39,13
s_12,t_0,s_12,SLOPE,53,87
s_12,t_1,s_12,SLOPE,53,87
s_12,t_2,s_12,SLOPE,53,87
s_12,t_3,s_12,SLOPE,53,87
s_12,t_4,s_12,SLOPE,53,87
s_12,t_5,s_12,SLOPE,53,87
s_12,t_6,s_12,SLOPE,53,87
s_12,t_7,s_12,SLOPE,53,87
s_12,t_8,s_12,SLOPE,53,87
s_12,t_9,s_12,SLOPE,53,87
s_12,t_10,s_12,SLOPE,53,87
s_12,t_11,s_12,SLOPE,53,87
s_12,t_12,s_12,SLOPE,53,87
s_12,t_13,s_12,SLOPE,53,87
s_12,t_14,s_12,SLOPE,53,87
s_12,t_15,s_12,SLOPE,53,87
s_12,t_16,s_12,SLOPE,53,87
s_12,t_17,DRAW,_DRAW_,1001,87
s_12,t_18,s_12,SLOPE,53,87
s_12,t_19,t_19,TURNS,197,87
s_12,t_20,s_12,SLOPE,53,87
s_12,a_0,s_12,SLOPE,1001,11
s_12,a_1,a_1,AREA,120,11
s_12,a_2,s_12,SLOPE,43,11
s_12,a_3,s_12,SLOPE,61,11
s_12,a_4,a_4,AREA,44,11
s_12,a_5,a_5,AREA,1001,11
s_12,a_6,a_6,AREA,45,11
s_12,a_7,s_12,SLOPE,65,11
s_12,a_8,s_12,SLOPE,43,11
s_12,a_9,DRAW,_DRAW_,1001,11
s_12,a_10,s_12,SLOPE,106,11
s_12,a_11,DRAW,_DRAW_,1001,11
s_12,a_12,s_12,SLOPE,43,11
s_12,a_13,s_12,SLOPE,43,11
s_12,a_14,s_12,SLOPE,43,11
s_12,a_15,s_12,SLOPE,1001,11
s_12,a_16,s_12,SLOPE,43,11
s_12,a_17,DRAW,_DRAW_,1001,11
s_12,a_18,s_12,SLOPE,43,11
s_12,a_19,s_12,SLOPE,43,11
s_12,a_20,s_12,SLOPE,43,11
s_12,a_0,s_12,SLOPE,1001,76
s_12,a_1,a_1,AREA,171,76
s_12,a_2,s_12,SLOPE,47,76
s_12,a_3,s_12,SLOPE,77,76
s_12,a_4,a_4,AREA,48,76
s_12,a_5,a_5,AREA,1001,76
s_12,a_6,a_6,AREA,49,76
s_12,a_7,s_12,SLOPE,71,76
s_12,a_8,s_12,SLOPE,47,76
s_12,a_9,DRAW,_DRAW_,1001,76
s_12,a_10,a_10,AREA,141,76
s_12,a_11,DRAW,_DRAW_,1001,76
s_12,a_12,s_12,SLOPE,47,76
s_12,a_13,s_12,SLOPE,47,76
s_12,a_14,s_12,SLOPE,47,76
s_12,a_15,a_15,AREA,1001,76
s_12,a_16,s_12,SLOPE,46,76
s_12,a_17,DRAW,_DRAW_,1001,76
s_12,a_18,s_12,SLOPE,47,76
s_12,a_19,s_12,SLOPE,47,76
s_12,a_20,s_12,SLOPE,47,76
s_12,a_0,s_12,SLOPE,1001,69
s_12,a_1,a_1,AREA,230,69
s_12,a_2,s_12,SLOPE,57,69
s_12,a_3,a_3,AREA,524,69
s_12,a_4,a_4,AREA,356,69
s_12,a_5,a_5,AREA,1001,69
s_12,a_6,a_6,AREA,144,69
s_12,a_7,s_12,SLOPE,86,69
s_12,a_8,s_12,SLOPE,57,69
s_12,a_9,DRAW,_DRAW_,1001,69
s_12,a_10,s_12,SLOPE,84,69
s_12,a_11,DRAW,_DRAW_,1001,69
s_12,a_12,s_12,SLOPE,57,69
s_12,a_13,s_12,SLOPE,57,69
s_12,a_14,s_12,SLOPE,57,69
s_12,a_15,s_12,SLOPE,76,69
s_12,a_16,s_12,SLOPE,57,69
s_12,a_17,DRAW,_DRAW_,1001,69
s_12,a_18,s_12,SLOPE,57,69
s_12,a_19,s_12,SLOPE,57,69
s_12,a_20,s_12,SLOPE,57,69
s_12,a_0,s_12,SLOPE,1001,7
s_12,a_1,a_1,AREA,111,7
s_12,a_2,s_12,SLOPE,43,7
s_12,a_3,s_12,SLOPE,1001,7
s_12,a_4,a_4,AREA,44,7
s_12,a_5,a_5,AREA,1001,7
s_12,a_6,a_6,AREA,104,7
s_12,a_7,s_12,SLOPE,65,7
s_12,a_8,s_12,SLOPE,43,7
s_12,a_9,DRAW,_DRAW_,1001,7
s_12,a_10,s_12,SLOPE,121,7
s_12,a_11,DRAW,_DRAW_,1001,7
s_12,a_12,s_12,SLOPE,43,7
s_12,a_13,s_12,SLOPE,43,7
s_12,a_14,s_12,SLOPE,43,7
s_12,a_15,s_12,SLOPE,1001,7
s_12,a_16,s_12,SLOPE,43,7
s_12,a_17,DRAW,_DRAW_,1001,7
s_12,a_18,s_12,SLOPE,43,7
s_12,a_19,s_12,SLOPE,43,7
s_12,a_20,s_12,SLOPE,43,7
s_12,a_0,a_0,AREA,175,26
s_12,a_1,s_12,SLOPE,25,26
s_12,a_2,s_12,SLOPE,27,26
s_12,a_3,s_12,SLOPE,1001,26
s_12,a_4,a_4,AREA,18,26
s_12,a_5,s_12,SLOPE,13,26
s_12,a_6,s_12,SLOPE,16,26
s_12,a_7,DRAW,_DRAW_,1001,26
s_12,a_8,s_12,SLOPE,27,26
s_12,a_9,DRAW,_DRAW_,1001,26
s_12,a_10,s_12,SLOPE,1001,26
s_12,a_11,s_12,SLOPE,58,26
s_12,a_12,a_12,AREA,16,26
s_12,a_13,s_12,SLOPE,27,26
s_12,a_14,s_12,SLOPE,27,26
s_12,a_15,s_12,SLOPE,1001,26
s_12,a_16,s_12,SLOPE,27,26
s_12,a_17,DRAW,_DRAW_,1001,26
s_12,a_18,s_12,SLOPE,27,26
s_12,a_19,a_19,AREA,1001,26
s_12,a_20,s_12,SLOPE,28,26
s_12,a_0,s_12,SLOPE,1001,32
s_12,a_1,a_1,AREA,158,32
s_12,a_2,s_12,SLOPE,43,32
s_12,a_3,s_12,SLOPE,1001,32
s_12,a_4,a_4,AREA,44,32
s_12,a_5,a_5,AREA,1001,32
s_12,a_6,a_6,AREA,45,32
s_12,a_7,s_12,SLOPE,65,32
s_12,a_8,s_12,SLOPE,43,32
s_12,a_9,DRAW,_DRAW_,1001,32
s_12,a_10,a_10,AREA,1001,32
s_12,a_11,DRAW,_DRAW_,1001,32
s_12,a_12,s_12,SLOPE,43,32
s_12,a_13,s_12,SLOPE,43,32
s_12,a_14,s_12,SLOPE,43,32
s_12,a_15,a_15,AREA,1001,32
s_12,a_16,s_12,SLOPE,43,32
s_12,a_17,DRAW,_DRAW_,1001,32
s_12,a_18,s_12,SLOPE,43,32
s_12,a_19,s_12,SLOPE,43,32
s_12,a_20,s_12,SLOPE,43,32
s_12,a_0,s_12,SLOPE,21,64
s_12,a_1,s_12,SLOPE,1001,64
s_12,a_2,s_12,SLOPE,32,64
s_12,a_3,a_3,AREA,294,64
s_12,a_4,a_4,AREA,22,64
s_12,a_5,s_12,SLOPE,51,64
s_12,a_6,s_12,SLOPE,17,64
s_12,a_7,DRAW,_DRAW_,1001,64
s_12,a_8,s_12,SLOPE,32,64
s_12,a_9,DRAW,_DRAW_,1001,64
s_12,a_10,s_12,SLOPE,53,64
s_12,a_11,s_12,SLOPE,61,64
s_12,a_12,a_12,AREA,1001,64
s_12,a_13,s_12,SLOPE,32,64
s_12,a_14,s_12,SLOPE,32,64
s_12,a_15,a_15,AREA,1001,64
s_12,a_16,s_12,SLOPE,32,64
s_12,a_17,DRAW,_DRAW_,1001,64
s_12,a_18,s_12,SLOPE,32,64
s_12,a_19,s_12,SLOPE,21,64
s_12,a_20,s_12,SLOPE,33,64
s_12,a_0,s_12,SLOPE,1001,13
s_12,a_1,a_1,AREA,208,13
s_12,a_2,s_12,SLOPE,39,13
s_12,a_3,s_12,SLOPE,1001,13
s_12,a_4,a_4,AREA,40,13
s_12,a_5,s_12,SLOPE,51,13
s_12,a_6,a_6,AREA,41,13
s_12,a_7,s_12,SLOPE,59,13
s_12,a_8,s_12,SLOPE,39,13
s_12,a_9,DRAW,_DRAW_,1001,13
s_12,a_10,a_10,AREA,87,13
s_12,a_11,s_12,SLOPE,1001,13
s_12,a_12,s_12,SLOPE,39,13
s_12,a_13,s_12,SLOPE,39,13
s_12,a_14,s_12,SLOPE,39,13
s_12,a_15,s_12,SLOPE,71,13
s_12,a_16,s_12,SLOPE,39,13
s_12,a_17,DRAW,_DRAW_,1001,13
s_12,a_18,s_12,SLOPE,39,13
s_12,a_19,s_12,SLOPE,39,13
s_12,a_20,s_12,SLOPE,39,13
s_12,a_0,s_12,SLOPE,1001,87
s_12,a_1,a_1,AREA,164,87
s_12,a_2,s_12,SLOPE,53,87
s_12,a_3,a_3,AREA,264,87
s_12,a_4,a_4,AREA,134,87
s_12,a_5,a_5,AREA,1001,87
s_12,a_6,a_6,AREA,55,87
s_12,a_7,s_12,SLOPE,80,87
s_12,a_8,s_12,SLOPE,53,87
s_12,a_9,DRAW,_DRAW_,1001,87
s_12,a_10,a_10,AREA,1001,87
s_12,a_11,DRAW,_DRAW_,1001,87
s_12,a_12,s_12,SLOPE,53,87
s_12,a_13,s_12,SLOPE,53,87
s_12,a_14,s_12,SLOPE,53,87
s_12,a_15,a_15,AREA,1001,87
s_12,a_16,s_12,SLOPE,53,87
s_12,a_17,DRAW,_DRAW_,1001,87
s_12,a_18,s_12,SLOPE,53,87
s_12,a_19,s_12,SLOPE,53,87
s_12,a_20,s_12,SLOPE,53,87
s_13,s_0,s_0,SLOPE,1001,11
s_13,s_1,s_1,SLOPE,1001,11
s_13,s_2,s_13,SLOPE,68,11
s_13,s_3,s_3,SLOPE,1001,11
s_13,s_4,s_4,SLOPE,1001,11
s_13,s_5,DRAW,_DRAW_,1001,11
s_13,s_6,s_6,SLOPE,1001,11
s_13,s_7,s_7,SLOPE,639,11
s_13,s_8,s_8,SLOPE,1001,11
s_13,s_9,s_9,SLOPE,1001,11
s_13,s_10,s_10,SLOPE,1001,11
s_13,s_11,s_11,SLOPE,1001,11
s_13,s_12,s_12,SLOPE,42,11
s_13,s_13,DRAW,_DRAW_,1001,11
s_13,s_14,s_14,SLOPE,464,11
s_13,s_15,s_15,SLOPE,1001,11
s_13,s_16,s_13,SLOPE,1001,11
s_13,s_17,s_13,SLOPE,1001,11
s_13,s_18,s_18,SLOPE,1001,11
s_13,s_19,s_19,SLOPE,1001,11
s_13,s_20,s_13,SLOPE,1001,11
s_13,s_0,s_0,SLOPE,1001,76
s_13,s_1,s_1,SLOPE,1001,76
s_13,s_2,s_13,SLOPE,1001,76
s_13,s_3,s_3,SLOPE,1001,76
s_13,s_4,s_4,SLOPE,1001,76
s_13,s_5,s_5,SLOPE,1001,76
s_13,s_6,s_6,SLOPE,1001,76
s_13,s_7,s_7,SLOPE,360,76
s_13,s_8,s_8,SLOPE,1001,76
s_13,s_9,s_9,SLOPE,1001,76
s_13,s_10,s_10,SLOPE,1001,76
s_13,s_11,s_11,SLOPE,1001,76
s_13,s_12,s_12,SLOPE,44,76
s_13,s_13,DRAW,_DRAW_,1001,76
s_13,s_14,s_14,SLOPE,1001,76
s_13,s_15,s_15,SLOPE,1001,76
s_13,s_16,s_13,SLOPE,1001,76
s_13,s_17,s_13,SLOPE,1001,76
s_13,s_18,s_18,SLOPE,1001,76
s_13,s_19,s_19,SLOPE,1001,76
s_13,s_20,s_13,SLOPE,1001,76
s_13,s_0,s_0,SLOPE,1001,69
s_13,s_1,s_13,SLOPE,1001,69
s_13,s_2,s_2,SLOPE,1001,69
s_13,s_3,s_3,SLOPE,1001,69
s_13,s_4,s_13,SLOPE,1001,69
s_13,s_5,s_5,SLOPE,1001,69
s_13,s_6,s_6,SLOPE,1001,69
s_13,s_7,s_13,SLOPE,1001,69
s_13,s_8,s_8,SLOPE,1001,69
s_13,s_9,s_9,SLOPE,1001,69
s_13,s_10,s_10,SLOPE,1001,69
s_13,s_11,s_11,SLOPE,1001,69
s_13,s_12,s_12,SLOPE,53,69
s_13,s_13,DRAW,_DRAW_,1001,69
s_13,s_14,s_14,SLOPE,1001,69
s_13,s_15,s_15,SLOPE,1001,69
s_13,s_16,s_13,SLOPE,1001,69
s_13,s_17,s_13,SLOPE,1001,69
s_13,s_18,s_13,SLOPE,1001,69
s_13,s_19,s_19,SLOPE,1001,69
s_13,s_20,s_13,SLOPE,1001,69
s_13,s_0,s_0,SLOPE,1001,7
s_13,s_1,s_1,SLOPE,1001,7
s_13,s_2,s_13,SLOPE,1001,7
s_13,s_3,s_13,SLOPE,1001,7
s_13,s_4,s_4,SLOPE,1001,7
s_13,s_5,DRAW,_DRAW_,1001,7
s_13,s_6,s_6,SLOPE,1001,7
s_13,s_7,s_7,SLOPE,333,7
s_13,s_8,s_8,SLOPE,1001,7
s_13,s_9,s_9,SLOPE,1001,7
s_13,s_10,s_10,SLOPE,1001,7
s_13,s_11,s_11,SLOPE,1001,7
s_13,s_12,s_12,SLOPE,42,7
s_13,s_13,DRAW,_DRAW_,1001,7
s_13,s_14,s_14,SLOPE,1001,7
s_13,s_15,s_15,SLOPE,1001,7
s_13,s_16,s_13,SLOPE,1001,7
s_13,s_17,s_13,SLOPE,1001,7
s_13,s_18,s_13,SLOPE,1001,7
s_13,s_19,s_19,SLOPE,1001,7
s_13,s_20,s_13,SLOPE,1001,7
s_13,s_0,s_0,SLOPE,308,26
s_13,s_1,s_13,SLOPE,64,26
s_13,s_2,s_13,SLOPE,27,26
s_13,s_3,s_13,SLOPE,36,26
s_13,s_4,s_13,SLOPE,1001,26
s_13,s_5,DRAW,_DRAW_,1001,26
s_13,s_6,s_13,SLOPE,85,26
s_13,s_7,s_7,SLOPE,642,26
s_13,s_8,s_8,SLOPE,1001,26
s_13,s_9,DRAW,_DRAW_,1001,26
s_13,s_10,s_13,SLOPE,1001,26
s_13,s_11,s_11,SLOPE,41,26
s_13,s_12,s_12,SLOPE,18,26
s_13,s_13,DRAW,_DRAW_,1001,26
s_13,s_14,s_13,SLOPE,1001,26
s_13,s_15,s_13,SLOPE,1001,26
s_13,s_16,s_13,SLOPE,35,26
s_13,s_17,s_13,SLOPE,1001,26
s_13,s_18,s_13,SLOPE,1001,26
s_13,s_19,s_19,SLOPE,1001,26
s_13,s_20,s_13,SLOPE,1001,26
s_13,s_0,s_0,SLOPE,1001,32
s_13,s_1,s_1,SLOPE,1001,32
s_13,s_2,s_13,SLOPE,1001,32
s_13,s_3,s_3,SLOPE,1001,32
s_13,s_4,s_4,SLOPE,1001,32
s_13,s_5,DRAW,_DRAW_,1001,32
s_13,s_6,s_6,SLOPE,200,32
s_13,s_7,s_7,SLOPE,1001,32
s_13,s_8,s_8,SLOPE,1001,32
s_13,s_9,s_9,SLOPE,1001,32
s_13,s_10,s_10,SLOPE,1001,32
s_13,s_11,s_11,SLOPE,1001,32
s_13,s_12,s_12,SLOPE,42,32
s_13,s_13,DRAW,_DRAW_,1001,32
s_13,s_14,s_14,SLOPE,1001,32
s_13,s_15,s_15,SLOPE,1001,32
s_13,s_16,s_13,SLOPE,1001,32
s_13,s_17,s_13,SLOPE,1001,32
s_13,s_18,s_18,SLOPE,1001,32
s_13,s_19,s_19,SLOPE,1001,32
s_13,s_20,s_13,SLOPE,1001,32
s_13,s_0,s_0,SLOPE,1001,64
s_13,s_1,s_13,SLOPE,1001,64
s_13,s_2,s_13,SLOPE,36,64
s_13,s_3,s_13,SLOPE,108,64
s_13,s_4,s_4,SLOPE,1001,64
s_13,s_5,DRAW,_DRAW_,1001,64
s_13,s_6,s_6,SLOPE,1001,64
s_13,s_7,s_13,SLOPE,1001,64
s_13,s_8,s_8,SLOPE,1001,64
s_13,s_9,s_13,SLOPE,1001,64
s_13,s_10,s_10,SLOPE,1001,64
s_13,s_11,s_11,SLOPE,1001,64
s_13,s_12,s_12,SLOPE,35,64
s_13,s_13,DRAW,_DRAW_,1001,64
s_13,s_14,s_14,SLOPE,1001,64
s_13,s_15,s_15,SLOPE,1001,64
s_13,s_16,s_13,SLOPE,1001,64
s_13,s_17,s_13,SLOPE,1001,64
s_13,s_18,s_13,SLOPE,1001,64
s_13,s_19,s_19,SLOPE,1001,64
s_13,s_20,s_13,SLOPE,1001,64
s_13,s_0,s_0,SLOPE,1001,13
s_13,s_1,s_1,SLOPE,1001,13
s_13,s_2,s_13,SLOPE,39,13
s_13,s_3,s_13,SLOPE,1001,13
s_13,s_4,s_4,SLOPE,1001,13
s_13,s_5,DRAW,_DRAW_,1001,13
s_13,s_6,s_6,SLOPE,1001,13
s_13,s_7,s_7,SLOPE,685,13
s_13,s_8,s_8,SLOPE,1001,13
s_13,s_9,s_9,SLOPE,1001,13
s_13,s_10,s_10,SLOPE,1001,13
s_13,s_11,s_11,SLOPE,1001,13
s_13,s_12,s_12,SLOPE,36,13
s_13,s_13,DRAW,_DRAW_,1001,13
s_13,s_14,s_14,SLOPE,1001,13
s_13,s_15,s_15,SLOPE,1001,13
s_13,s_16,s_13,SLOPE,1001,13
s_13,s_17,s_13,SLOPE,1001,13
s_13,s_18,s_13,SLOPE,1001,13
s_13,s_19,s_13,SLOPE,1001,13
s_13,s_20,s_13,SLOPE,1001,13
s_13,s_0,s_0,SLOPE,1001,87
s_13,s_1,s_1,SLOPE,1001,87
s_13,s_2,s_13,SLOPE,1001,87
s_13,s_3,s_3,SLOPE,1001,87
s_13,s_4,s_4,SLOPE,1001,87
s_13,s_5,s_5,SLOPE,1001,87
s_13,s_6,s_6,SLOPE,1001,87
s_13,s_7,s_13,SLOPE,1001,87
s_13,s_8,s_8,SLOPE,1001,87
s_13,s_9,s_9,SLOPE,1001,87
s_13,s_10,s_10,SLOPE,1001,87
s_13,s_11,s_11,SLOPE,1001,87
s_13,s_12,s_12,SLOPE,51,87
s_13,s_13,DRAW,_DRAW_,1001,87
s_13,s_14,s_14,SLOPE,1001,87
s_13,s_15,s_15,SLOPE,1001,87
s_13,s_16,s_13,SLOPE,1001,87
s_13,s_17,s_13,SLOPE,1001,87
s_13,s_18,s_18,SLOPE,1001,87
s_13,s_19,s_19,SLOPE,1001,87
s_13,s_20,s_13,SLOPE,1001,87
s_13,t_0,t_0,TURNS,187,11
s_13,t_1,t_1,TURNS,650,11
s_13,t_2,t_2,TURNS,692,11
s_13,t_3,t_3,TURNS,659,11
s_13,t_4,t_4,TURNS,677,11
s_13,t_5,t_5,TURNS,706,11
s_13,t_6,t_6,TURNS,942,11
s_13,t_7,t_7,TURNS,677,11
s_13,t_8,t_8,TURNS,664,11
s_13,t_9,t_9,TURNS,579,11
s_13,t_10,t_10,TURNS,828,11
s_13,t_11,t_11,TURNS,677,11
s_13,t_12,t_12,TURNS,823,11
s_13,t_13,t_13,TURNS,689,11
s_13,t_14,t_14,TURNS,706,11
s_13,t_15,t_15,TURNS,677,11
s_13,t_16,t_16,TURNS,677,11
s_13,t_17,t_17,TURNS,41,11
s_13,t_18,t_18,TURNS,677,11
s_13,t_19,t_19,TURNS,266,11
s_13,t_20,t_20,TURNS,688,11
s_13,t_0,t_0,TURNS,418,76
s_13,t_1,t_1,TURNS,586,76
s_13,t_2,t_2,TURNS,569,76
s_13,t_3,t_3,TURNS,585,76
s_13,t_4,t_4,TURNS,578,76
s_13,t_5,t_5,TURNS,575,76
s_13,t_6,t_6,TURNS,686,76
s_13,t_7,t_7,TURNS,585,76
s_13,t_8,t_8,TURNS,588,76
s_13,t_9,t_9,TURNS,278,76
s_13,t_10,t_10,TURNS,585,76
s_13,t_11,t_11,TURNS,578,76
s_13,t_12,t_12,TURNS,662,76
s_13,t_13,t_13,TURNS,609,76
s_13,t_14,t_14,TURNS,567,76
s_13,t_15,t_15,TURNS,578,76
s_13,t_16,t_16,TURNS,612,76
s_13,t_17,t_17,TURNS,47,76
s_13,t_18,t_18,TURNS,578,76
s_13,t_19,t_19,TURNS,214,76
s_13,t_20,t_20,TURNS,584,76
s_13,t_0,t_0,TURNS,287,69
s_13,t_1,t_1,TURNS,886,69
s_13,t_2,t_2,TURNS,879,69
s_13,t_3,t_3,TURNS,940,69
s_13,t_4,t_4,TURNS,889,69
s_13,t_5,t_5,TURNS,956,69
s_13,t_6,t_6,TURNS,1001,69
s_13,t_7,t_7,TURNS,883,69
s_13,t_8,t_8,TURNS,894,69
s_13,t_9,t_9,TURNS,800,69
s_13,t_10,t_10,TURNS,1001,69
s_13,t_11,t_11,TURNS,889,69
s_13,t_12,t_12,TURNS,1001,69
s_13,t_13,t_13,TURNS,896,69
s_13,t_14,t_14,TURNS,879,69
s_13,t_15,t_15,TURNS,889,69
s_13,t_16,t_16,TURNS,892,69
s_13,t_17,t_17,TURNS,56,69
s_13,t_18,t_18,TURNS,889,69
s_13,t_19,s_13,SLOPE,1001,69
s_13,t_20,t_20,TURNS,901,69
s_13,t_0,t_0,TURNS,227,7
s_13,t_1,t_1,TURNS,504,7
s_13,t_2,t_2,TURNS,511,7
s_13,t_3,t_3,TURNS,522,7
s_13,t_4,t_4,TURNS,521,7
s_13,t_5,t_5,TURNS,528,7
s_13,t_6,t_6,TURNS,557,7
s_13,t_7,t_7,TURNS,521,7
s_13,t_8,t_8,TURNS,521,7
s_13,t_9,t_9,TURNS,215,7
s_13,t_10,t_10,TURNS,687,7
s_13,t_11,t_11,TURNS,521,7
s_13,t_12,t_12,TURNS,611,7
s_13,t_13,t_13,TURNS,540,7
s_13,t_14,t_14,TURNS,511,7
s_13,t_15,t_15,TURNS,521,7
s_13,t_16,t_16,TURNS,521,7
s_13,t_17,t_17,TURNS,41,7
s_13,t_18,t_18,TURNS,521,7
s_13,t_19,t_19,TURNS,213,7
s_13,t_20,t_20,TURNS,515,7
s_13,t_0,s_13,SLOPE,1001,26
s_13,t_1,t_1,TURNS,268,26
s_13,t_2,t_2,TURNS,285,26
s_13,t_3,t_3,TURNS,268,26
s_13,t_4,t_4,TURNS,308,26
s_13,t_5,t_5,TURNS,364,26
s_13,t_6,t_6,TURNS,1001,26
s_13,t_7,t_7,TURNS,447,26
s_13,t_8,t_8,TURNS,314,26
s_13,t_9,t_9,TURNS,122,26
s_13,t_10,t_10,TURNS,282,26
s_13,t_11,t_11,TURNS,308,26
s_13,t_12,t_12,TURNS,218,26
s_13,t_13,t_13,TURNS,409,26
s_13,t_14,t_14,TURNS,333,26
s_13,t_15,t_15,TURNS,308,26
s_13,t_16,t_16,TURNS,308,26
s_13,t_17,t_17,TURNS,27,26
s_13,t_18,t_18,TURNS,308,26
s_13,t_19,t_19,TURNS,131,26
s_13,t_20,t_20,TURNS,305,26
s_13,t_0,t_0,TURNS,231,32
s_13,t_1,t_1,TURNS,658,32
s_13,t_2,t_2,TURNS,644,32
s_13,t_3,t_3,TURNS,686,32
s_13,t_4,t_4,TURNS,676,32
s_13,t_5,t_5,TURNS,681,32
s_13,t_6,t_6,TURNS,695,32
s_13,t_7,t_7,TURNS,953,32
s_13,t_8,t_8,TURNS,626,32
s_13,t_9,t_9,TURNS,276,32
s_13,t_10,t_10,TURNS,627,32
s_13,t_11,t_11,TURNS,676,32
s_13,t_12,t_12,TURNS,761,32
s_13,t_13,t_13,TURNS,726,32
s_13,t_14,t_14,TURNS,623,32
s_13,t_15,t_15,TURNS,636,32
s_13,t_16,t_16,TURNS,676,32
s_13,t_17,t_17,TURNS,41,32
s_13,t_18,t_18,TURNS,676,32
s_13,t_19,t_19,TURNS,162,32
s_13,t_20,t_20,TURNS,689,32
s_13,t_0,s_13,SLOPE,1001,64
s_13,t_1,t_1,TURNS,341,64
s_13,t_2,t_2,TURNS,313,64
s_13,t_3,t_3,TURNS,337,64
s_13,t_4,t_4,TURNS,340,64
s_13,t_5,t_5,TURNS,347,64
s_13,t_6,t_6,TURNS,360,64
