Current parameters
 - debug = true
 - runAutotest = false
 - runChromosome = false
 - runExperiment = true
 - chromosome = null
 - showSheets = false
 - saveRatMap = .
 - numberOfGenerations = 50
 - population = 15
 - numberOfProfiles = 3
 - numberOfInitialAgents = 15
 - numberOfCells = 10
 - numberOfFoodPieces = 10
 - numberOfDays = 1000
 - numberOfExecutions = 5
 - patterns = E:\2_trabajo\doctorado\made\2014\pattern_revenge.txt
 - baseDays = 500
 - baseEnergy = 5
 - baseSmell = 3
 - baseNutrition = 4
 - baseByte = 5
 - baseFur = 5
 - baseAgeToBeAdultFemale = 42
 - baseToBeAdultMale = 49
 - basePregnancyTime = 30
 - help = false
 - seed = 1384174840367

gen = -001,avg = 0,000,best = 0,000,chrom = {0,117;0,090;0,694;0,467;0,110;0,504;0,834;0,868;0,329;0,333;0,287;0,325;0,669;0,911;0,681;0,332;0,324;0,077;0,058;0,802;0,394;0,964;0,083;0,593;0,328;0,412;0,855;0,115;0,243;0,767;0,067;0,419;0,771;0,301;0,874;0,689}
gen = 0000,avg = 50,093,best = 197,800,chrom = {0,125;0,168;0,501;0,292;0,295;0,988;0,531;0,666;0,252;0,479;0,359;0,418;0,507;0,065;0,882;0,680;0,151;0,992;0,861;0,704;0,587;0,198;0,694;0,188;0,504;0,485;0,005;0,361;0,049;0,107;0,913;0,906;0,399;0,263;0,593;0,718}
gen = 0001,avg = 156,467,best = 216,600,chrom = {0,983;0,736;0,186;0,035;0,543;0,672;0,988;0,418;0,186;0,682;0,574;0,154;0,667;0,607;0,262;0,921;0,023;0,295;0,675;0,837;0,203;0,189;0,870;0,005;0,155;0,492;0,799;0,906;0,123;0,035;0,779;0,098;0,752;0,044;0,488;0,702}
gen = 0002,avg = 209,000,best = 235,800,chrom = {0,125;0,168;0,501;0,292;0,295;0,988;0,531;0,666;0,252;0,479;0,359;0,418;0,507;0,065;0,882;0,680;0,151;0,992;0,861;0,704;0,587;0,198;0,694;0,188;0,058;0,485;0,005;0,511;0,049;0,107;0,913;0,906;0,399;0,792;0,593;0,718}
gen = 0003,avg = 234,613,best = 263,000,chrom = {0,983;0,736;0,186;0,035;0,543;0,672;0,988;0,211;0,186;0,682;0,574;0,154;0,878;0,607;0,262;0,921;0,023;0,295;0,675;0,837;0,203;0,189;0,870;0,005;0,155;0,492;0,799;0,906;0,123;0,035;0,779;0,098;0,752;0,044;0,769;0,272}
gen = 0004,avg = 252,600,best = 268,200,chrom = {0,983;0,736;0,186;0,035;0,543;0,672;0,988;0,211;0,186;0,682;0,574;0,154;0,878;0,607;0,262;0,921;0,023;0,295;0,675;0,837;0,203;0,189;0,870;0,005;0,155;0,492;0,799;0,906;0,123;0,035;0,779;0,098;0,752;0,044;0,488;0,702}
gen = 0005,avg = 267,173,best = 283,800,chrom = {0,983;0,736;0,186;0,035;0,543;0,672;0,988;0,418;0,186;0,682;0,574;0,154;0,507;0,065;0,833;0,680;0,457;0,992;0,861;0,704;0,587;0,198;0,694;0,188;0,058;0,485;0,005;0,511;0,049;0,107;0,913;0,906;0,399;0,792;0,593;0,160}
gen = 0006,avg = 279,933,best = 294,200,chrom = {0,983;0,736;0,186;0,035;0,543;0,672;0,988;0,211;0,186;0,682;0,574;0,154;0,878;0,065;0,833;0,680;0,457;0,992;0,861;0,704;0,587;0,198;0,694;0,188;0,058;0,485;0,005;0,511;0,049;0,107;0,913;0,906;0,399;0,792;0,593;0,160}
gen = 0007,avg = 285,747,best = 294,200,chrom = {0,983;0,736;0,186;0,035;0,543;0,672;0,988;0,211;0,186;0,682;0,574;0,154;0,878;0,065;0,833;0,680;0,457;0,992;0,861;0,704;0,587;0,198;0,694;0,188;0,058;0,485;0,005;0,511;0,049;0,107;0,913;0,906;0,399;0,792;0,593;0,160}
gen = 0008,avg = 293,067,best = 299,400,chrom = {0,983;0,736;0,186;0,035;0,116;0,672;0,360;0,211;0,186;0,682;0,574;0,154;0,878;0,065;0,833;0,680;0,457;0,992;0,861;0,704;0,587;0,198;0,246;0,188;0,058;0,485;0,005;0,322;0,049;0,107;0,913;0,906;0,399;0,792;0,593;0,160}
gen = 0009,avg = 308,867,best = 360,000,chrom = {0,983;0,736;0,418;0,035;0,543;0,964;0,988;0,211;0,186;0,682;0,574;0,154;0,878;0,065;0,833;0,680;0,457;0,992;0,861;0,704;0,587;0,198;0,246;0,188;0,058;0,485;0,005;0,322;0,049;0,107;0,913;0,906;0,399;0,792;0,593;0,160}
gen = 0010,avg = 339,720,best = 370,600,chrom = {0,983;0,736;0,318;0,035;0,476;0,672;0,988;0,211;0,186;0,351;0,574;0,154;0,878;0,065;0,833;0,680;0,631;0,992;0,861;0,704;0,587;0,198;0,059;0,188;0,058;0,485;0,005;0,511;0,049;0,107;0,913;0,906;0,399;0,792;0,593;0,160}
gen = 0011,avg = 360,587,best = 370,600,chrom = {0,983;0,736;0,318;0,035;0,476;0,672;0,988;0,211;0,186;0,351;0,574;0,154;0,878;0,065;0,833;0,680;0,631;0,992;0,861;0,704;0,587;0,198;0,059;0,188;0,058;0,485;0,005;0,511;0,049;0,107;0,913;0,906;0,399;0,792;0,593;0,160}
gen = 0012,avg = 367,213,best = 371,800,chrom = {0,983;0,736;0,318;0,035;0,476;0,672;0,988;0,211;0,186;0,351;0,574;0,154;0,878;0,065;0,833;0,680;0,631;0,992;0,861;0,704;0,805;0,198;0,246;0,188;0,312;0,485;0,005;0,322;0,049;0,107;0,913;0,906;0,399;0,792;0,593;0,292}
gen = 0013,avg = 376,160,best = 393,200,chrom = {0,983;0,736;0,318;0,035;0,476;0,672;0,988;0,211;0,186;0,351;0,574;0,154;0,878;0,065;0,833;0,680;0,631;0,992;0,861;0,704;0,587;0,198;0,059;0,188;0,058;0,485;0,005;0,511;0,049;0,107;0,913;0,906;0,399;0,792;0,593;0,160}
