Current parameters
 - debug = true
 - runAutotest = false
 - runChromosome = false
 - runExperiment = true
 - chromosome = null
 - showSheets = false
 - saveRatMap = .
 - numberOfGenerations = 50
 - population = 15
 - numberOfProfiles = 3
 - numberOfInitialAgents = 15
 - numberOfCells = 10
 - numberOfFoodPieces = 10
 - numberOfDays = 1000
 - numberOfExecutions = 5
 - patterns = E:\2_trabajo\doctorado\made\2014\pattern_revenge.txt
 - baseDays = 500
 - baseEnergy = 5
 - baseSmell = 3
 - baseNutrition = 4
 - baseByte = 5
 - baseFur = 5
 - baseAgeToBeAdultFemale = 42
 - baseToBeAdultMale = 49
 - basePregnancyTime = 30
 - help = false
 - seed = 1384127123875

gen = -001,avg = 0,200,best = 0,200,chrom = {0,469;0,164;0,136;0,144;0,153;0,418;0,334;0,859;0,881;0,267;0,735;0,496;0,583;0,519;0,182;0,018;0,003;0,527;0,942;0,819;0,733;0,907;0,784;0,041;0,376;0,550;0,116;0,584;0,429;0,198;0,914;0,053;0,901;0,111;0,502;0,249}
gen = 0000,avg = 28,000,best = 148,400,chrom = {0,023;0,997;0,766;0,176;0,215;0,865;0,835;0,880;0,757;0,041;0,288;0,144;0,492;0,055;0,663;0,580;0,283;0,735;0,947;0,237;0,215;0,620;0,874;0,922;0,434;0,060;0,785;0,094;0,791;0,809;0,920;0,558;0,728;0,723;0,652;0,535}
gen = 0001,avg = 102,640,best = 212,400,chrom = {0,978;0,489;0,163;0,819;0,729;0,865;0,835;0,880;0,757;0,041;0,288;0,144;0,492;0,055;0,663;0,580;0,283;0,735;0,947;0,237;0,215;0,620;0,874;0,922;0,434;0,060;0,785;0,094;0,791;0,809;0,920;0,558;0,728;0,723;0,652;0,535}
gen = 0002,avg = 175,507,best = 222,400,chrom = {0,978;0,489;0,163;0,819;0,729;0,865;0,835;0,880;0,757;0,041;0,288;0,144;0,492;0,055;0,663;0,580;0,283;0,735;0,947;0,237;0,215;0,620;0,874;0,922;0,434;0,060;0,785;0,094;0,791;0,809;0,920;0,558;0,728;0,956;0,655;0,535}
gen = 0003,avg = 217,253,best = 229,400,chrom = {0,802;0,413;0,078;0,066;0,823;0,289;0,481;0,413;0,278;0,615;0,724;0,591;0,716;0,577;0,484;0,208;0,155;0,679;0,820;0,064;0,419;0,002;0,462;0,014;0,099;0,173;0,598;0,099;0,752;0,784;0,361;0,971;0,806;0,521;0,920;0,973}
gen = 0004,avg = 233,027,best = 264,000,chrom = {0,978;0,489;0,163;0,819;0,729;0,865;0,835;0,880;0,757;0,041;0,288;0,144;0,492;0,055;0,663;0,580;0,283;0,735;0,820;0,064;0,419;0,002;0,462;0,014;0,099;0,173;0,598;0,099;0,752;0,784;0,361;0,971;0,806;0,521;0,920;0,973}
gen = 0005,avg = 253,880,best = 293,400,chrom = {0,978;0,489;0,163;0,819;0,729;0,865;0,835;0,880;0,757;0,041;0,288;0,144;0,761;0,055;0,663;0,580;0,283;0,735;0,820;0,064;0,419;0,002;0,462;0,014;0,099;0,173;0,598;0,099;0,752;0,784;0,361;0,971;0,806;0,521;0,920;0,973}
gen = 0006,avg = 288,653,best = 319,000,chrom = {0,978;0,489;0,163;0,819;0,729;0,865;0,835;0,880;0,757;0,041;0,288;0,144;0,761;0,055;0,663;0,580;0,283;0,735;0,820;0,064;0,419;0,002;0,462;0,014;0,099;0,173;0,598;0,099;0,752;0,784;0,361;0,971;0,806;0,521;0,920;0,973}
gen = 0007,avg = 318,440,best = 357,200,chrom = {0,323;0,489;0,163;0,819;0,729;0,865;0,835;0,880;0,757;0,041;0,288;0,144;0,761;0,055;0,663;0,580;0,283;0,735;0,820;0,064;0,419;0,002;0,196;0,014;0,902;0,173;0,533;0,099;0,752;0,784;0,361;0,971;0,806;0,521;0,920;0,119}
gen = 0008,avg = 339,133,best = 362,600,chrom = {0,978;0,489;0,163;0,819;0,729;0,865;0,835;0,880;0,757;0,041;0,288;0,144;0,761;0,055;0,663;0,580;0,283;0,735;0,820;0,064;0,419;0,002;0,196;0,014;0,902;0,173;0,533;0,099;0,752;0,784;0,361;0,971;0,806;0,521;0,920;0,119}
