gen = -001,avg = 0,205,best = 0,205,chrom = {0,059;0,659;0,367;0,306;0,798;0,707;0,028;0,355;0,230;0,925;0,551;0,293;0,709;0,697;0,070;0,896;0,373;0,682;0,930;0,328;0,310;0,014;0,891;0,223;0,363;0,697;0,839;0,224;0,174;0,021;0,960;0,536;0,264;0,320;0,038;0,239}
gen = 0000,avg = 0,285,best = 0,611,chrom = {0,365;0,149;0,731;0,008;0,345;0,141;0,631;0,404;0,411;0,067;0,257;0,173;0,065;0,933;0,096;0,436;0,107;0,357;0,524;0,764;0,342;0,554;0,691;0,514;0,687;0,154;0,367;0,477;0,351;0,999;0,597;0,016;0,538;0,209;0,294;0,737}
gen = 0001,avg = 0,463,best = 0,611,chrom = {0,365;0,149;0,731;0,008;0,345;0,141;0,631;0,404;0,411;0,067;0,257;0,173;0,065;0,933;0,096;0,436;0,107;0,357;0,524;0,764;0,342;0,554;0,691;0,514;0,687;0,154;0,367;0,477;0,351;0,999;0,597;0,016;0,538;0,209;0,294;0,737}
gen = 0002,avg = 0,544,best = 0,628,chrom = {0,736;0,066;0,547;0,868;0,790;0,519;0,403;0,399;0,901;0,594;0,297;0,805;0,261;0,265;0,983;0,237;0,223;0,229;0,119;0,115;0,207;0,130;0,717;0,135;0,606;0,980;0,575;0,816;0,118;0,096;0,353;0,403;0,086;0,270;0,831;0,888}
gen = 0003,avg = 0,602,best = 0,701,chrom = {0,736;0,066;0,376;0,868;0,790;0,519;0,403;0,399;0,146;0,594;0,297;0,590;0,261;0,265;0,503;0,973;0,223;0,229;0,119;0,115;0,207;0,130;0,717;0,135;0,606;0,980;0,575;0,816;0,118;0,096;0,353;0,403;0,538;0,209;0,294;0,737}
gen = 0004,avg = 0,640,best = 0,701,chrom = {0,736;0,066;0,376;0,868;0,790;0,519;0,403;0,399;0,146;0,594;0,297;0,590;0,261;0,265;0,503;0,973;0,223;0,229;0,119;0,115;0,207;0,130;0,717;0,135;0,606;0,980;0,575;0,816;0,118;0,096;0,353;0,403;0,538;0,209;0,294;0,737}
gen = 0005,avg = 0,708,best = 0,940,chrom = {0,736;0,926;0,547;0,868;0,790;0,519;0,467;0,206;0,901;0,594;0,297;0,805;0,261;0,265;0,983;0,237;0,223;0,229;0,533;0,115;0,427;0,130;0,717;0,135;0,606;0,980;0,575;0,816;0,118;0,096;0,353;0,403;0,230;0,270;0,831;0,888}
gen = 0006,avg = 0,751,best = 0,940,chrom = {0,736;0,926;0,547;0,868;0,790;0,519;0,467;0,206;0,901;0,594;0,297;0,805;0,261;0,265;0,983;0,237;0,223;0,229;0,533;0,115;0,427;0,130;0,717;0,135;0,606;0,980;0,575;0,816;0,118;0,096;0,353;0,403;0,230;0,270;0,831;0,888}
gen = 0007,avg = 0,841,best = 1,004,chrom = {0,736;0,739;0,376;0,868;0,790;0,519;0,403;0,230;0,901;0,812;0,381;0,805;0,166;0,265;0,983;0,237;0,112;0,229;0,368;0,115;0,207;0,130;0,717;0,140;0,606;0,738;0,575;0,816;0,118;0,096;0,353;0,403;0,538;0,209;0,294;0,737}
gen = 0008,avg = 0,957,best = 1,074,chrom = {0,736;0,926;0,547;0,868;0,790;0,519;0,467;0,206;0,901;0,594;0,297;0,805;0,261;0,265;0,983;0,237;0,223;0,229;0,533;0,115;0,427;0,130;0,717;0,135;0,606;0,980;0,575;0,816;0,118;0,096;0,353;0,403;0,538;0,209;0,294;0,737}
gen = 0009,avg = 0,989,best = 1,074,chrom = {0,736;0,926;0,547;0,868;0,790;0,519;0,467;0,206;0,901;0,594;0,297;0,805;0,261;0,265;0,983;0,237;0,223;0,229;0,533;0,115;0,427;0,130;0,717;0,135;0,606;0,980;0,575;0,816;0,118;0,096;0,353;0,403;0,538;0,209;0,294;0,737}
gen = 0010,avg = 1,020,best = 1,074,chrom = {0,736;0,926;0,547;0,868;0,790;0,519;0,467;0,206;0,901;0,594;0,297;0,805;0,261;0,265;0,983;0,237;0,223;0,229;0,533;0,115;0,427;0,130;0,717;0,135;0,606;0,980;0,575;0,816;0,118;0,096;0,353;0,403;0,538;0,209;0,294;0,737}
gen = 0011,avg = 1,043,best = 1,074,chrom = {0,736;0,926;0,547;0,868;0,790;0,519;0,467;0,206;0,901;0,594;0,297;0,805;0,261;0,265;0,983;0,237;0,223;0,229;0,533;0,115;0,427;0,130;0,717;0,135;0,606;0,980;0,575;0,816;0,118;0,096;0,353;0,403;0,538;0,209;0,294;0,737}
gen = 0012,avg = 1,050,best = 1,074,chrom = {0,736;0,926;0,547;0,868;0,790;0,519;0,467;0,206;0,901;0,594;0,297;0,805;0,261;0,265;0,983;0,237;0,223;0,229;0,533;0,115;0,427;0,130;0,717;0,135;0,606;0,980;0,575;0,816;0,118;0,096;0,353;0,403;0,538;0,209;0,294;0,737}
gen = 0013,avg = 1,058,best = 1,074,chrom = {0,736;0,926;0,547;0,868;0,790;0,519;0,467;0,206;0,901;0,594;0,297;0,805;0,261;0,265;0,983;0,237;0,223;0,229;0,533;0,115;0,427;0,130;0,717;0,135;0,606;0,980;0,575;0,816;0,118;0,096;0,353;0,403;0,538;0,209;0,294;0,737}
gen = 0014,avg = 1,061,best = 1,074,chrom = {0,736;0,926;0,547;0,868;0,790;0,519;0,467;0,206;0,901;0,594;0,297;0,805;0,261;0,265;0,983;0,237;0,223;0,229;0,533;0,115;0,427;0,130;0,717;0,135;0,606;0,980;0,575;0,816;0,118;0,096;0,353;0,403;0,538;0,209;0,294;0,737}
gen = 0015,avg = 1,068,best = 1,074,chrom = {0,736;0,926;0,547;0,868;0,790;0,519;0,467;0,206;0,901;0,594;0,297;0,805;0,261;0,265;0,983;0,237;0,223;0,229;0,533;0,115;0,427;0,130;0,717;0,135;0,606;0,980;0,575;0,816;0,118;0,096;0,353;0,403;0,538;0,209;0,294;0,737}
gen = 0016,avg = 1,073,best = 1,087,chrom = {0,736;0,926;0,547;0,868;0,790;0,519;0,467;0,206;0,901;0,594;0,297;0,805;0,261;0,265;0,983;0,237;0,194;0,229;0,533;0,349;0,011;0,017;0,717;0,135;0,776;0,980;0,575;0,816;0,118;0,096;0,353;0,403;0,086;0,091;0,831;0,888}
gen = 0017,avg = 1,076,best = 1,087,chrom = {0,736;0,926;0,547;0,868;0,790;0,519;0,467;0,206;0,901;0,594;0,297;0,805;0,261;0,265;0,983;0,237;0,194;0,229;0,533;0,349;0,011;0,017;0,717;0,135;0,776;0,980;0,575;0,816;0,118;0,096;0,353;0,403;0,086;0,091;0,831;0,888}
gen = 0018,avg = 1,077,best = 1,087,chrom = {0,736;0,926;0,547;0,868;0,790;0,519;0,467;0,206;0,901;0,594;0,297;0,805;0,261;0,265;0,983;0,237;0,194;0,229;0,533;0,349;0,011;0,017;0,717;0,135;0,776;0,980;0,575;0,816;0,118;0,096;0,353;0,403;0,086;0,091;0,831;0,888}
gen = 0019,avg = 1,079,best = 1,087,chrom = {0,736;0,926;0,547;0,868;0,790;0,519;0,467;0,206;0,901;0,594;0,297;0,805;0,261;0,265;0,983;0,237;0,194;0,229;0,533;0,349;0,011;0,017;0,717;0,135;0,776;0,980;0,575;0,816;0,118;0,096;0,353;0,403;0,086;0,091;0,831;0,888}
gen = 0020,avg = 1,080,best = 1,087,chrom = {0,736;0,926;0,547;0,868;0,790;0,519;0,467;0,206;0,901;0,594;0,297;0,805;0,261;0,265;0,983;0,237;0,194;0,229;0,533;0,349;0,011;0,017;0,717;0,135;0,776;0,980;0,575;0,816;0,118;0,096;0,353;0,403;0,086;0,091;0,831;0,888}
gen = 0021,avg = 1,080,best = 1,087,chrom = {0,736;0,926;0,547;0,868;0,790;0,519;0,467;0,206;0,901;0,594;0,297;0,805;0,261;0,265;0,983;0,237;0,194;0,229;0,533;0,349;0,011;0,017;0,717;0,135;0,776;0,980;0,575;0,816;0,118;0,096;0,353;0,403;0,086;0,091;0,831;0,888}
gen = 0022,avg = 1,081,best = 1,087,chrom = {0,736;0,926;0,547;0,868;0,790;0,519;0,467;0,206;0,901;0,594;0,297;0,805;0,261;0,265;0,983;0,237;0,194;0,229;0,533;0,349;0,011;0,017;0,717;0,135;0,776;0,980;0,575;0,816;0,118;0,096;0,353;0,403;0,086;0,091;0,831;0,888}
