gen = -001,avg = 0,009,best = 0,009,chrom = {0,233;0,663;0,277;0,218;0,003;0,466;0,208;0,428;0,415;0,813;0,198;0,390;0,346;0,692;0,571;0,194;0,864;0,845;0,052;0,558;0,014;0,320;0,824;0,332}
gen = 0000,avg = 0,248,best = 0,515,chrom = {0,396;0,834;0,720;0,779;0,267;0,223;0,937;0,423;0,844;0,023;0,622;0,393;0,924;0,502;0,371;0,230;0,646;0,984;0,589;0,671;0,742;0,576;0,016;0,072}
gen = 0001,avg = 0,430,best = 0,559,chrom = {0,309;0,711;0,393;0,665;0,672;0,123;0,688;0,323;0,738;0,791;0,722;0,352;0,507;0,132;0,088;0,037;0,214;0,154;0,918;0,322;0,753;0,692;0,564;0,665}
gen = 0002,avg = 0,467,best = 0,609,chrom = {0,460;0,707;0,750;0,379;0,106;0,746;0,545;0,524;0,354;0,204;0,206;0,920;0,306;0,609;0,594;0,514;0,148;0,004;0,388;0,409;0,702;0,605;0,414;0,116}
gen = 0003,avg = 0,537,best = 0,732,chrom = {0,737;0,443;0,295;0,239;0,310;0,746;0,545;0,524;0,354;0,204;0,206;0,920;0,306;0,609;0,594;0,514;0,148;0,004;0,388;0,409;0,702;0,605;0,414;0,116}
gen = 0004,avg = 0,642,best = 0,845,chrom = {0,737;0,443;0,295;0,239;0,310;0,746;0,545;0,524;0,354;0,204;0,206;0,920;0,306;0,609;0,594;0,514;0,148;0,004;0,388;0,409;0,702;0,762;0,414;0,955}
gen = 0005,avg = 0,744,best = 1,026,chrom = {0,737;0,443;0,295;0,239;0,310;0,746;0,545;0,524;0,354;0,204;0,206;0,920;0,306;0,609;0,594;0,514;0,148;0,004;0,388;0,409;0,702;0,365;0,414;0,955}
gen = 0006,avg = 0,856,best = 1,026,chrom = {0,737;0,443;0,295;0,239;0,310;0,746;0,545;0,524;0,354;0,204;0,206;0,920;0,306;0,609;0,594;0,514;0,148;0,004;0,388;0,409;0,702;0,365;0,414;0,955}
gen = 0007,avg = 0,916,best = 1,026,chrom = {0,737;0,443;0,295;0,239;0,310;0,746;0,545;0,524;0,354;0,204;0,206;0,920;0,306;0,609;0,594;0,514;0,148;0,004;0,388;0,409;0,702;0,365;0,414;0,955}
gen = 0008,avg = 0,977,best = 1,078,chrom = {0,737;0,443;0,295;0,239;0,310;0,746;0,545;0,524;0,354;0,204;0,206;0,920;0,306;0,609;0,594;0,514;0,148;0,004;0,388;0,409;0,702;0,365;0,414;0,955}
gen = 0009,avg = 1,010,best = 1,078,chrom = {0,737;0,443;0,295;0,239;0,310;0,746;0,545;0,524;0,354;0,204;0,206;0,920;0,306;0,609;0,594;0,514;0,148;0,004;0,388;0,409;0,702;0,365;0,414;0,955}
gen = 0010,avg = 1,026,best = 1,078,chrom = {0,737;0,443;0,295;0,239;0,310;0,746;0,545;0,524;0,354;0,204;0,206;0,920;0,306;0,609;0,594;0,514;0,148;0,004;0,388;0,409;0,702;0,365;0,414;0,955}
gen = 0011,avg = 1,043,best = 1,079,chrom = {0,737;0,443;0,295;0,239;0,310;0,746;0,545;0,524;0,354;0,204;0,206;0,920;0,306;0,609;0,594;0,514;0,148;0,004;0,388;0,409;0,702;0,365;0,414;0,955}
gen = 0012,avg = 1,059,best = 1,084,chrom = {0,737;0,443;0,295;0,239;0,310;0,746;0,545;0,524;0,354;0,204;0,206;0,920;0,306;0,609;0,594;0,725;0,148;0,004;0,388;0,409;0,702;0,365;0,769;0,955}
gen = 0013,avg = 1,072,best = 1,117,chrom = {0,737;0,443;0,295;0,239;0,310;0,746;0,545;0,524;0,354;0,204;0,206;0,920;0,306;0,609;0,594;0,105;0,148;0,004;0,388;0,409;0,856;0,365;0,414;0,955}
